DATACODE,RECTYPE,Location,Trans,Plot,Geology,Recyear,WLDate,Elevation,SWDate,Na1,Na2,K1,K2,Li,NH4_N,Ca1,Ca2,Mg1,Mg2,Sr,Ba,SO4,F,Cl,NO3_N,HPO4_P,Alkalinity,pH1,DDB,pH2,Temp,Si1,Si2,B,Conduct
AGW01,1,4-2Eis1,4,2,Eis 1,2008,11/30/2008,373.82,11/30/2008,na,4.53,na,1.04,0.044,na,na,94.2,na,21.9,1.8,0.11,23.6,0.3,2.4,bdl,na,388,7.78,na,na,na,na,5.87,0.031,613
AGW01,1,4-2Eis2,4,2,Eis 2,2008,1/26/2008,372.05,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,4-2Eis2,4,2,Eis 2,2008,3/1/2008,372.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,4-2Eis2,4,2,Eis 2,2008,4/6/2008,372.31,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,4-2Eis2,4,2,Eis 2,2008,5/20/2008,372.05,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,4-2Eis2,4,2,Eis 2,2008,6/21/2008,372.12,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,4-2Eis2,4,2,Eis 2,2008,8/7/2008,371.99,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,4-2Eis2,4,2,Eis 2,2008,9/21/2008,372.02,9/21/2008,na,4.06,na,1.07,0.045,na,na,97.5,na,17.6,0.83,0.103,17.6,0.33,2.3,0.052,na,379,7.68,na,na,na,na,6.23,0.03,567
AGW01,1,4-2Eis2,4,2,Eis 2,2008,11/2/2008,371.89,11/2/2008,na,4.73,na,1.22,0.029,na,na,100.4,na,19.5,0.87,0.11,27.8,0.22,1.6,0.052,na,385,7.98,na,na,na,na,8.22,0.031,603
AGW01,1,4-2Eis2,4,2,Eis 2,2008,11/30/2008,371.91,11/30/2008,na,4.52,na,1.19,0.043,na,na,101.4,na,18.9,0.89,0.104,25.6,0.28,4.3,bdl,na,378,7.77,na,na,na,na,7.88,0.03,594
AGW01,1,4-4Stearns,4,4,Stearns,2008,1/26/2008,369.9,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,4-4Stearns,4,4,Stearns,2008,3/1/2008,370.04,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,4-4Stearns,4,4,Stearns,2008,4/6/2008,370.05,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,4-4Stearns,4,4,Stearns,2008,5/20/2008,370.01,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,4-4Stearns,4,4,Stearns,2008,6/21/2008,370.15,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,4-4Stearns,4,4,Stearns,2008,8/7/2008,370.13,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,4-4Stearns,4,4,Stearns,2008,9/21/2008,370.25,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,4-4Stearns,4,4,Stearns,2008,11/2/2008,370.1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,4-4Stearns,4,4,Stearns,2008,11/30/2008,370.06,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,4-5Stearns,4,5,Stearns,2008,1/26/2008,370.39,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,4-5Stearns,4,5,Stearns,2008,3/1/2008,370.47,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,4-5Stearns,4,5,Stearns,2008,4/6/2008,370.49,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,4-5Stearns,4,5,Stearns,2008,5/20/2008,370.51,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,4-5Stearns,4,5,Stearns,2008,6/21/2008,370.57,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,4-5Stearns,4,5,Stearns,2008,8/7/2008,370.56,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,4-5Stearns,4,5,Stearns,2008,9/21/2008,370.58,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,4-5Stearns,4,5,Stearns,2008,11/2/2008,370.5,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,4-5Stearns,4,5,Stearns,2008,11/30/2008,370.46,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,3-7Mor,3,7,Mor,2008,1/26/2008,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,3-7Mor,3,7,Mor,2008,3/1/2008,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,3-7Mor,3,7,Mor,2008,4/6/2008,364.73,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,3-7Mor,3,7,Mor,2008,5/20/2008,364.72,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,3-7Mor,3,7,Mor,2008,6/21/2008,364.72,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,3-7Mor,3,7,Mor,2008,8/7/2008,364.72,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,3-7Mor,3,7,Mor,2008,9/21/2008,364.72,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,3-7Mor,3,7,Mor,2008,11/2/2008,364.71,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,3-7Mor,3,7,Mor,2008,11/30/2008,364.71,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,3-7Eis,3,7,Eis,2008,1/26/2008,371.47,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,3-7Eis,3,7,Eis,2008,3/1/2008,371.54,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,3-7Eis,3,7,Eis,2008,4/6/2008,371.77,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,3-7Eis,3,7,Eis,2008,5/20/2008,371.72,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,3-7Eis,3,7,Eis,2008,6/21/2008,371.84,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,3-7Eis,3,7,Eis,2008,8/7/2008,371.74,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,3-7Eis,3,7,Eis,2008,9/21/2008,371.85,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,3-7Eis,3,7,Eis,2008,11/2/2008,371.68,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,3-7Eis,3,7,Eis,2008,11/30/2008,371.67,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,4-7 Mor,4,7,Mor,2008,1/26/2008,364.16,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,4-7 Mor,4,7,Mor,2008,3/1/2008,364.25,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,4-7 Mor,4,7,Mor,2008,4/6/2008,364.31,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,4-7 Mor,4,7,Mor,2008,5/20/2008,364.28,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,4-7 Mor,4,7,Mor,2008,6/21/2008,364.29,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,4-7 Mor,4,7,Mor,2008,8/7/2008,364.28,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,4-7 Mor,4,7,Mor,2008,9/21/2008,364.28,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,4-7 Mor,4,7,Mor,2008,11/2/2008,364.23,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,4-7 Mor,4,7,Mor,2008,11/30/2008,364.2,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,3-5Mor,3,5,Mor,2009,1/6/2009,365.06,1/6/2009,na,4.26,na,0.36,0.01,na,na,88.8,na,18.2,0.81,0.098,26.8,0.35,2.2,0.031,bdl,357,7.81,na,na,na,na,5.16,0.017,547
AGW01,1,3-5Mor,3,5,Mor,2009,2/21/2009,365.1,2/21/2009,na,4.26,na,0.42,0.037,na,na,92.3,na,18.7,0.82,0.095,33.4,0.25,2.2,0.062,bdl,353,7.96,na,6.74,8.3,na,4.88,0.016,544
AGW01,1,3-5Mor,3,5,Mor,2009,4/18/2009,365.29,4/18/2009,na,4.36,na,0.48,0.036,na,na,90.9,na,18.3,0.78,0.1,16.2,0.45,2.1,bdl,bdl,363,7.69,na,7.26,14.8,na,6.03,0.019,530
AGW01,1,3-5Mor,3,5,Mor,2009,5/20/2009,364.98,5/20/2009,na,4.47,na,0.48,0.035,na,na,95,na,18.4,0.82,0.104,15.5,na,1.8,0.052,bdl,376,7.62,na,6.93,17.5,na,5.55,0.025,na
AGW01,1,3-5Mor,3,5,Mor,2009,7/7/2009,364.88,7/7/2009,na,4.82,na,0.54,0.038,na,na,99.7,na,19.3,0.88,0.118,16.7,0.44,1.7,0.043,bdl,402,7.58,na,6.71,24.1,na,6.6,0.031,610
AGW01,1,3-5Mor,3,5,Mor,2009,8/22/2009,364.85,8/22/2009,na,4.89,na,0.48,0.042,na,na,100.3,na,20.1,0.94,0.126,21.5,0.62,1.8,0.039,bdl,412,7.38,na,6.99,23.9,na,6.9,0.036,596
AGW01,1,3-5Mor,3,5,Mor,2009,9/26/2009,364.81,9/26/2009,na,4.71,na,0.93,0.027,na,na,105,na,20.9,0.96,0.127,24.9,0.45,1.6,0.029,bdl,419,7.49,na,6.89,19,na,6.86,0.038,620
AGW01,1,3-5Mor,3,5,Mor,2009,11/7/2009,364.97,11/7/2009,na,4.36,na,0.83,0.03,na,na,97.2,na,18.7,1.05,0.11,22.5,0.52,2,0.052,bdl,396,7.76,na,6.58,17.6,na,5.65,0.03,569
AGW01,1,3-5-1 Mor,3,5,1 Mor,2009,1/6/2009,364.61,1/6/2009,na,6.28,na,0.64,0.017,na,na,82.9,na,27.5,1.61,0.055,38.6,0.37,2.9,bdl,bdl,378,7.87,na,na,na,na,5.86,0.034,595
AGW01,1,3-5-1 Mor,3,5,1 Mor,2009,2/21/2009,364.59,2/21/2009,na,6.95,na,0.69,0.043,na,na,99,na,27.7,1.65,0.059,41.8,0.25,2.9,0.029,bdl,377,7.86,na,6.86,10.3,na,5.86,0.034,590
AGW01,1,3-5-1 Mor,3,5,1 Mor,2009,4/18/2009,364.78,4/18/2009,na,6.73,na,0.64,0.041,na,na,82.3,na,26.7,1.52,0.054,40.3,0.43,2.8,bdl,bdl,369,7.63,na,7.22,21.6,na,5.74,0.032,571
AGW01,1,3-5-1 Mor,3,5,1 Mor,2009,5/20/2009,364.63,5/20/2009,na,6.6,na,0.65,0.04,na,na,86.3,na,28,1.61,0.057,38,na,2.6,0.033,bdl,376,7.8,na,6.85,17.4,na,5.94,0.033,na
AGW01,1,3-5-1 Mor,3,5,1 Mor,2009,7/7/2009,364.53,7/7/2009,na,6.19,na,0.64,0.041,na,na,85.6,na,27.8,1.63,0.055,38.5,0.42,2.5,0.016,bdl,382,7.68,na,6.87,19.7,na,5.91,0.033,604
AGW01,1,3-5-1 Mor,3,5,1 Mor,2009,8/22/2009,364.41,8/22/2009,na,6.25,na,0.55,0.044,na,na,84.7,na,27.8,1.65,0.055,38,0.59,2.5,0.024,bdl,382,7.72,na,7.13,22.3,na,5.84,0.035,585
AGW01,1,3-5-1 Mor,3,5,1 Mor,2009,9/26/2009,364.41,9/26/2009,na,6.09,na,1.15,0.03,na,na,85,na,28,1.63,0.055,38.3,0.41,2.4,0.029,bdl,383,7.69,na,6.72,17.8,na,5.97,0.036,600
AGW01,1,3-5-1 Mor,3,5,1 Mor,2009,11/7/2009,364.61,11/7/2009,na,5.89,na,1.14,0.034,na,na,82.9,na,26.4,1.58,0.056,37.4,0.48,2.6,0.018,bdl,376,7.74,na,6.62,18.9,na,5.93,0.038,572
AGW01,1,4-6 Mor,4,6,Mor,2009,1/6/2009,364.3,1/6/2009,na,4.39,na,0.38,0.011,na,na,85.9,na,19.1,0.94,0.084,28.8,0.34,2.2,0.025,bdl,362,7.68,na,na,na,na,4.88,0.02,541
AGW01,1,4-6 Mor,4,6,Mor,2009,2/21/2009,364.58,2/21/2009,na,4.37,na,0.47,0.037,na,na,92.5,na,19.9,0.88,0.087,33.9,0.24,2.2,0.027,bdl,351,7.65,na,6.95,8.5,na,5.53,0.019,527
AGW01,1,4-6 Mor,4,6,Mor,2009,4/18/2009,364.69,4/18/2009,na,4.24,na,0.44,0.036,na,na,88.9,na,18.6,0.85,0.087,18.8,0.42,2.2,bdl,bdl,359,7.79,na,7.22,18.2,na,5,0.021,520
AGW01,1,4-6 Mor,4,6,Mor,2009,5/20/2009,364.32,5/20/2009,na,4.69,na,0.5,0.036,na,na,91.4,na,19.1,0.93,0.092,19.3,na,2,0.03,bdl,376,7.64,na,7.2,19.9,na,5.4,0.026,na
AGW01,1,4-6 Mor,4,6,Mor,2009,7/7/2009,364.22,7/7/2009,na,5.67,na,0.57,0.039,na,na,93.3,na,22.6,1.23,0.084,27.8,0.41,2.5,0.024,bdl,392,7.73,na,na,na,na,6.07,0.033,605
AGW01,1,4-6 Mor,4,6,Mor,2009,8/22/2009,363.99,8/22/2009,na,5.25,na,0.48,0.042,na,na,97.5,na,21.8,1.12,0.093,25.9,0.58,2.2,0.029,bdl,404,7.54,na,6.93,23.4,na,6.44,0.036,588
AGW01,1,4-6 Mor,4,6,Mor,2009,9/26/2009,364,9/26/2009,na,5.38,na,1.25,0.029,na,na,100.3,na,22.9,1.21,0.091,29.3,0.39,2.1,0.022,bdl,410,7.55,na,6.7,18.7,na,7.75,0.043,604
AGW01,1,4-6 Mor,4,6,Mor,2009,11/7/2009,364.42,11/7/2009,na,4.79,na,0.9,0.031,na,na,88.9,na,19.9,1.05,0.086,27.6,0.49,2.4,0.017,bdl,390,7.57,na,6.66,18.5,na,5.42,0.032,563
AGW01,1,4-6Eis1,4,6,Eis 1,2009,1/6/2009,369.64,1/6/2009,na,8.68,na,0.54,0.019,na,na,66.8,na,25.3,1.37,0.068,25.4,0.49,2.2,0.159,bdl,350,7.67,na,na,na,na,6.33,0.042,521
AGW01,1,4-6Eis1,4,6,Eis 1,2009,2/21/2009,369.55,2/21/2009,na,9.21,na,0.58,0.043,na,na,69.5,na,25.6,1.36,0.07,25.5,0.38,1.9,0.151,bdl,347,7.65,na,7,9,na,6.41,0.036,508
AGW01,1,4-6Eis1,4,6,Eis 1,2009,4/18/2009,369.99,4/18/2009,na,9.15,na,0.55,0.042,na,na,69.4,na,26.1,1.36,0.07,27.1,0.53,2,0.12,bdl,351,7.67,na,7.2,18.2,na,6.22,0.035,512
AGW01,1,4-6Eis1,4,6,Eis 1,2009,5/20/2009,369.74,5/20/2009,na,9.14,na,0.58,0.042,na,na,70.6,na,26.9,1.4,0.067,25.1,na,1.7,0.235,bdl,355,7.82,na,7.53,18.6,na,6.33,0.041,na
AGW01,1,4-6Eis1,4,6,Eis 1,2009,7/7/2009,369.68,7/7/2009,na,9.05,na,0.57,0.041,na,na,69.5,na,26,1.35,0.07,25.5,0.47,1.7,0.123,bdl,353,7.76,na,na,na,na,6.11,0.037,557
AGW01,1,4-6Eis1,4,6,Eis 1,2009,8/22/2009,369.58,8/22/2009,na,9.1,na,0.5,0.045,na,na,68.7,na,26.3,1.38,0.068,24.6,0.54,1.7,0.141,bdl,349,7.75,na,7.1,21.4,na,6.32,0.04,530
AGW01,1,4-6Eis1,4,6,Eis 1,2009,9/26/2009,369.59,9/26/2009,na,9.06,na,1.07,0.033,na,na,66.8,na,26.5,1.43,0.065,28.3,0.52,1.6,0.127,bdl,355,7.73,na,6.75,18.5,na,6.58,0.056,540
AGW01,1,4-6Eis1,4,6,Eis 1,2009,11/7/2009,369.66,11/7/2009,na,8.65,na,0.98,0.036,na,na,67.3,na,24.9,1.34,0.068,24.8,0.58,1.8,0.155,bdl,345,7.74,na,6.82,19.4,na,6.22,0.044,503
AGW01,1,4-6Eis2,4,6,Eis 2,2009,1/6/2009,371.22,1/6/2009,na,4.06,na,0.4,0.01,na,na,82,na,17,0.79,0.104,17.8,0.36,2.2,0.158,bdl,343,7.58,na,na,na,na,5.81,0.024,505
AGW01,1,4-6Eis2,4,6,Eis 2,2009,2/21/2009,371.18,2/21/2009,na,4.33,na,0.46,0.037,na,na,83.1,na,17.2,0.8,0.1,18.8,0.26,2.4,0.174,bdl,339,7.81,na,6.83,9.7,na,5.24,0.023,502
AGW01,1,4-6Eis2,4,6,Eis 2,2009,4/18/2009,371.59,4/18/2009,na,3.29,na,0.35,0.033,na,na,93.7,na,10.8,0.35,0.083,9,0.39,2,0.06,bdl,353,7.45,na,7.03,18.9,na,4.41,0.011,494
AGW01,1,4-6Eis2,4,6,Eis 2,2009,5/20/2009,371.27,5/20/2009,na,4.01,na,0.55,0.034,na,na,95.7,na,16.8,0.77,0.094,11.8,na,1.7,0.188,bdl,347,7.49,na,7.16,15.6,na,5.41,0.024,na
AGW01,1,4-6Eis2,4,6,Eis 2,2009,7/7/2009,371.24,7/7/2009,na,4.16,na,0.43,0.035,na,na,86.6,na,16.4,0.75,0.1,16.6,0.42,1.8,0.134,bdl,349,7.71,na,na,na,na,4.96,0.022,535
AGW01,1,4-6Eis2,4,6,Eis 2,2009,8/22/2009,371.15,8/22/2009,na,3.92,na,0.36,0.038,na,na,85.2,na,16.7,0.71,0.1,15.7,0.58,1.8,0.13,bdl,351,7.77,na,6.96,20.6,na,na,0.022,516
AGW01,1,4-6Eis2,4,6,Eis 2,2009,9/26/2009,371.11,9/26/2009,na,3.78,na,0.8,0.024,na,na,86.4,na,16,0.67,0.096,15.5,0.37,1.7,0.124,bdl,349,7.68,na,6.63,19.3,na,5.51,0.025,516
AGW01,1,4-6Eis2,4,6,Eis 2,2009,11/7/2009,371.25,11/7/2009,na,3.6,na,0.68,0.029,na,na,83.2,na,16.2,0.72,0.1,15.6,0.51,2,0.142,bdl,351,7.56,na,6.75,19.5,na,5.09,0.027,497
AGW01,1,3-1Stream,3,1,Stream,2009,1/6/2009,na,1/6/2009,na,4.47,na,0.35,0.01,na,na,94,na,18.9,0.9,0.091,39.9,0.33,2.1,bdl,bdl,360,8.21,na,na,na,na,4.94,0.02,570
AGW01,1,3-1Stream,3,1,Stream,2009,2/21/2009,na,2/21/2009,na,4.6,na,0.43,0.037,na,na,95.2,na,18.7,0.87,0.091,43.4,0.24,1.9,0.016,bdl,355,8.22,na,na,na,na,4.76,0.02,561
AGW01,1,3-1Stream,3,1,Stream,2009,4/18/2009,na,4/18/2009,na,3.66,na,0.49,0.036,na,na,90.3,na,16.9,0.72,0.085,15.1,0.38,1.9,bdl,bdl,357,8.02,na,na,na,na,4.94,0.019,520
AGW01,1,3-1Stream,3,1,Stream,2009,5/20/2009,na,5/20/2009,na,4.06,na,0.52,0.035,na,na,91.9,na,17.7,0.82,0.094,19.9,na,1.8,bdl,bdl,360,8.1,na,na,na,na,5.39,0.026,na
AGW01,1,3-1Stream,3,1,Stream,2009,7/7/2009,na,7/7/2009,na,4.3,na,0.54,0.036,na,na,91.7,na,18.2,0.84,0.098,21.5,0.44,1.6,0.017,bdl,361,8.27,na,na,na,na,6.02,0.032,550
AGW01,1,3-1Stream,3,1,Stream,2009,8/22/2009,na,8/22/2009,na,4.48,na,0.48,0.041,na,na,86.2,na,18.8,0.89,0.102,31.3,0.59,1.7,0.026,bdl,349,8.03,na,na,na,na,6.38,0.038,540
AGW01,1,3-1Stream,3,1,Stream,2009,9/26/2009,na,9/26/2009,na,4.79,na,1.16,0.027,na,na,96.8,na,19.9,0.94,0.112,37.4,0.41,1.6,bdl,bdl,372,8.03,na,7.31,18.5,na,6.7,0.04,588
AGW01,1,3-1Stream,3,1,Stream,2009,11/7/2009,na,11/7/2009,na,4.13,na,0.91,0.03,na,na,95.1,na,18.2,0.86,0.099,24.3,0.49,1.8,0.005,bdl,384,8.23,na,na,na,na,5.7,0.031,553
AGW01,1,4-1 Stream,4,1,Stream,2009,1/6/2009,na,1/6/2009,na,4.19,na,0.32,0.01,na,na,91.5,na,17.7,0.81,0.089,30.6,0.33,2.1,bdl,bdl,361,7.91,na,na,na,na,4.69,0.016,561
AGW01,1,4-1 Stream,4,1,Stream,2009,2/21/2009,na,2/21/2009,na,4.49,na,0.43,0.037,na,na,96.2,na,18.1,0.81,0.091,37.8,0.29,2,bdl,na,359,7.95,na,na,na,na,4.6,0.016,558
AGW01,1,4-1 Stream,4,1,Stream,2009,4/18/2009,na,4/18/2009,na,3.63,na,0.47,0.036,na,na,90.1,na,16.7,0.71,0.085,14.2,0.41,1.9,bdl,bdl,365,7.93,na,na,na,na,4.94,0.018,523
AGW01,1,4-1 Stream,4,1,Stream,2009,5/20/2009,na,5/20/2009,na,4.02,na,0.52,0.035,na,na,92.3,na,17.7,0.8,0.096,16.1,na,1.8,0.016,bdl,363,8,na,7.34,21.9,na,5.51,0.026,na
AGW01,1,4-1 Stream,4,1,Stream,2009,7/7/2009,na,7/7/2009,na,4.22,na,0.52,0.037,na,na,91.9,na,17.8,0.82,0.1,17.3,0.45,1.6,0.012,bdl,370,7.73,na,na,na,na,6.07,0.031,557
AGW01,1,4-1 Stream,4,1,Stream,2009,8/22/2009,na,8/22/2009,na,4.66,na,0.47,0.041,na,na,95.1,na,18.5,0.87,0.112,25.5,0.62,1.6,0.026,bdl,376,8.05,na,na,na,na,6.62,0.038,562
AGW01,1,4-1 Stream,4,1,Stream,2009,9/26/2009,na,9/26/2009,na,4.72,na,0.95,0.027,na,na,102.5,na,20,0.91,0.116,30.6,0.54,2.1,0.026,bdl,389,7.85,na,6.95,22.1,na,6.86,0.041,601
AGW01,1,4-1 Stream,4,1,Stream,2009,11/7/2009,na,11/7/2009,na,4.04,na,0.85,0.03,na,na,94.3,na,18.4,0.84,0.1,21,0.45,1.6,0.011,bdl,384,7.82,na,na,na,na,5.71,0.03,551
AGW01,1,1-4AL,1,4,AL,2009,1/6/2009,na,1/6/2009,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,1-4AL,1,4,AL,2009,2/21/2009,na,2/21/2009,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,1-4AL,1,4,AL,2009,4/18/2009,364.07,4/18/2009,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,1-4AL,1,4,AL,2009,5/20/2009,363.91,5/20/2009,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,1-4AL,1,4,AL,2009,7/7/2009,363.61,7/7/2009,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,1-4AL,1,4,AL,2009,8/22/2009,na,8/22/2009,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,1-4AL,1,4,AL,2009,9/26/2009,na,9/26/2009,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,1-4AL,1,4,AL,2009,11/7/2009,363.31,11/7/2009,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,1-6Mor,1,6,Mor,2009,1/6/2009,364.8,1/6/2009,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,1-6Mor,1,6,Mor,2009,2/21/2009,na,2/21/2009,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,1-6Mor,1,6,Mor,2009,4/18/2009,365.05,4/18/2009,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,1-6Mor,1,6,Mor,2009,5/20/2009,364.7,5/20/2009,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,1-6Mor,1,6,Mor,2009,7/7/2009,na,7/7/2009,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,1-6Mor,1,6,Mor,2009,8/22/2009,na,8/22/2009,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,1-6Mor,1,6,Mor,2009,9/26/2009,na,9/26/2009,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,1-6Mor,1,6,Mor,2009,11/7/2009,na,11/7/2009,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
