DATACODE,RECTYPE,Location,Trans,Plot,Geology,Recyear,WLDate,Elevation,SWDate,Na1,Na2,K1,K2,Li,NH4_N,Ca1,Ca2,Mg1,Mg2,Sr,Ba,SO4,F,Cl,NO3_N,HPO4_P,Alkalinity,pH1,DDB,pH2,Temp,Si1,Si2,B,Conduct
AGW01,1,3-3Eis,3,3,Eis,1999,1999-07-21,371.66,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,3-3Mor,3,3,Mor,1999,1999-07-21,364.84,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,3-4AL,3,4,AL,1999,1999-07-21,366.55,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,3-5Mor,3,5,Mor,1999,1999-07-21,364.81,7/21/1999,na,4.75,na,0.89,0.01,na,na,96.9,na,18.8,0.87,0.118,17.1,0.22,1.09,0.031,bdl,376,7.43,7.36,7.29,24.3,6.58,6.66,0.034,na
AGW01,1,3-6Eis,3,6,Eis,1999,1999-07-21,369.53,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,3-6Mor,3,6,Mor,1999,1999-07-21,364.9,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,4-2Eis1,4,2,Eis 1,1999,1999-07-21,372.41,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,4-2Eis2,4,2,Eis 2,1999,1999-07-21,372,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,4-2Mor,4,2,Mor,1999,1999-07-21,364.33,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,4-4Stearns,4,4,Stearns,1999,1999-07-21,367.51,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,4-5Stearns,4,5,Stearns,1999,1999-07-21,370.27,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,4-6 Mor,4,6,Mor,1999,1999-07-21,364.25,7/21/1999,na,4.53,na,0.8,0.01,na,na,96.7,na,18.6,0.87,0.128,17.2,0.22,1.06,0.032,bdl,373,7.41,7.39,7.27,21.1,6.36,5.5,0.035,na
AGW01,1,4-6Eis1,4,6,Eis 1,1999,1999-07-21,369.6,7/21/1999,na,13.4,na,1.05,0.017,na,na,74.5,na,26.9,1.44,0.067,31.8,0.26,1.25,0.149,bdl,353,7.61,na,na,na,6.37,6.35,0.045,na
AGW01,1,4-6Eis2,4,6,Eis 2,1999,1999-07-21,371,7/21/1999,na,3.74,na,0.54,0.007,na,na,88.5,na,14.4,0.66,0.095,15.8,0.22,1.17,0.087,bdl,330,7.51,7.38,7.22,21.2,4.91,4.82,0.022,na
AGW01,1,1-1AL,1,1,AL,1999,1999-08-28,364.26,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,1-3Eis,1,3,Eis,1999,1999-08-28,369.91,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,1-3Mor,1,3,Mor,1999,1999-08-28,365.16,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,1-4AL,1,4,AL,1999,1999-08-28,363.14,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,1-6Eis,1,6,Eis,1999,1999-08-28,370.13,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,1-6Mor,1,6,Mor,1999,1999-08-28,364.79,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,2-1Mor,2,1,Mor,1999,1999-08-28,365.31,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,2-3Eis,2,3,Eis,1999,1999-08-28,370.42,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,2-3Mor,2,3,Mor,1999,1999-08-28,365.18,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,2-4Mor,2,4,Mor,1999,1999-08-28,365,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,2-5Mor,2,5,Mor,1999,1999-08-28,364.78,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,2-6Eis,2,6,Eis,1999,1999-08-28,370.04,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,2-6Mor,2,6,Mor,1999,1999-08-28,364.72,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,3-1AL,3,1,AL,1999,1999-08-28,365.99,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,3-2Eis,3,2,Eis,1999,1999-08-28,370.06,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,3-2Mor,3,2,Mor,1999,1999-08-28,364.76,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,3-3Eis,3,3,Eis,1999,1999-08-28,371.59,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,3-3Mor,3,3,Mor,1999,1999-08-28,364.84,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,3-4AL,3,4,AL,1999,1999-08-28,366.55,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,3-5Mor,3,5,Mor,1999,1999-08-28,364.74,8/28/1999,na,5.41,na,0.98,0.024,na,na,97.8,na,19.2,0.92,0.12,23.5,0.42,1.6,0.035,bdl,371,7.59,7.56,7.2,23.6,6.42,6.8,0.042,na
AGW01,1,3-6Eis,3,6,Eis,1999,1999-08-28,369.76,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,3-6Mor,3,6,Mor,1999,1999-08-28,364.9,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,4-2Eis1,4,2,Eis 1,1999,1999-08-28,371.3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,4-2Eis2,4,2,Eis 2,1999,1999-08-28,371.56,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,4-2Mor,4,2,Mor,1999,1999-08-28,364.32,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,4-4Stearns,4,4,Stearns,1999,1999-08-28,370,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,4-5Stearns,4,5,Stearns,1999,1999-08-28,370.22,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,4-6 Mor,4,6,Mor,1999,1999-08-28,364.08,8/28/1999,na,5.33,na,0.96,0.024,na,na,98.3,na,18.7,0.9,0.136,21.8,0.38,1.56,0.043,bdl,359,7.59,7.83,7.26,19.7,6.75,6.54,0.04,na
AGW01,1,3-1Stream,3,1,Stream,1999,,na,1/15/1999,4.35,4.08,0.66,0.6,0.008,bdl,94.6,99.3,19.2,18.2,0.87,0.09,29.3,0.33,1.12,bdl,bdl,346,8.1,na,na,na,5.02,4.88,0.016,na
AGW01,1,3-1Stream,3,1,Stream,1999,,na,2/20/1999,4.29,4.53,0.65,0.64,0.015,bdl,94,91.3,12.6,18.1,0.82,0.082,22.8,0.38,1.25,0.011,bdl,346,8.11,na,na,na,4.92,4.75,0.022,na
AGW01,1,3-1Stream,3,1,Stream,1999,,na,4/10/1999,4.29,4.13,0.73,0.72,0.017,bdl,89.3,89.7,13.1,17.1,0.79,0.085,17.6,0.31,1.13,bdl,bdl,344,8.06,na,na,na,5.29,5.14,0.029,na
AGW01,1,3-1Stream,3,1,Stream,1999,,na,5/8/1999,2.06,3.88,0.12,0.72,0.011,bdl,67.6,88.8,10.4,16.3,0.74,0.081,14.9,0.33,1.14,bdl,bdl,342,8.09,na,na,na,5.32,5.18,0.026,na
AGW01,1,3-1Stream,3,1,Stream,1999,,na,6/3/1999,4.12,3.62,0.75,0.65,0.009,bdl,90.2,91.4,19.4,16.8,0.78,0.091,15.2,0.29,0.98,bdl,bdl,346,7.98,na,na,na,5.7,5.39,0.027,na
AGW01,1,3-1Stream,3,1,Stream,1999,,na,7/21/1999,na,4.29,na,0.81,0.01,na,na,92.7,na,18,0.88,0.103,25.6,0.21,0.95,0.013,bdl,346,8.05,na,na,na,6.44,6.11,0.035,na
AGW01,1,3-1Stream,3,1,Stream,1999,,na,8/28/1999,na,5.31,na,0.97,0.024,na,na,87,na,19.4,0.95,0.105,36.7,0.34,1.37,0.016,bdl,325,8.07,na,na,na,6.42,6.63,0.044,na
AGW01,1,3-1Stream,3,1,Stream,1999,,na,10/9/1999,na,4.48,na,1.01,0.01,na,na,93.6,na,18.1,0.91,0.1,54.1,0.3,1.64,bdl,bdl,353,7.85,na,na,na,6.82,6.01,0.039,na
AGW01,1,3-1Stream,3,1,Stream,1999,,na,11/13/1999,na,5.15,na,0.97,0.011,na,na,104,na,20.8,1,0.112,52.8,0.27,1.22,bdl,bdl,357,8.18,na,na,na,7.09,6.77,0.041,na
AGW01,1,3-1Stream,3,1,Stream,1999,,na,12/21/1999,na,4.68,na,0.7,0.009,na,na,97.7,na,19.1,0.92,0.095,58.9,0.36,1.46,bdl,bdl,346,8.09,na,na,na,5.76,5.31,0.026,na
AGW01,1,4-6Eis1,4,6,Eis 1,1999,1999-08-28,369.53,8/28/1999,na,13.3,na,1.28,0.03,na,na,71.9,na,28.3,1.48,0.065,32.3,0.5,2.1,0.178,bdl,348,7.75,7.88,7.3,19.3,6.84,6.56,0.052,na
AGW01,1,4-6Eis2,4,6,Eis 2,1999,1999-08-28,371.13,8/28/1999,na,4.49,na,0.73,0.021,na,na,89.7,na,14.5,0.65,0.097,14.3,0.39,1.81,0.084,bdl,344,7.54,7.61,7.24,20.2,5.09,4.91,0.029,na
AGW01,1,1-1AL,1,1,AL,1999,1999-10-09,364.26,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,1-3Eis,1,3,Eis,1999,1999-10-09,369.91,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,1-3Mor,1,3,Mor,1999,1999-10-09,365.17,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,1-4AL,1,4,AL,1999,1999-10-09,363.14,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,1-6Eis,1,6,Eis,1999,1999-10-09,370.14,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,1-6Mor,1,6,Mor,1999,1999-10-09,364.77,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,2-1Mor,2,1,Mor,1999,1999-10-09,365.29,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,2-3Eis,2,3,Eis,1999,1999-10-09,370.39,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,2-3Mor,2,3,Mor,1999,1999-10-09,365.18,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,2-4Mor,2,4,Mor,1999,1999-10-09,365.06,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,2-5Mor,2,5,Mor,1999,1999-10-09,364.77,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,2-6Eis,2,6,Eis,1999,1999-10-09,371.57,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,2-6Mor,2,6,Mor,1999,1999-10-09,364.68,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,3-1AL,3,1,AL,1999,1999-10-09,366.01,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,3-2Eis,3,2,Eis,1999,1999-10-09,370.06,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,3-2Mor,3,2,Mor,1999,1999-10-09,364.74,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,3-3Eis,3,3,Eis,1999,1999-10-09,371.55,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,3-3Mor,3,3,Mor,1999,1999-10-09,364.84,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,3-4AL,3,4,AL,1999,1999-10-09,366.55,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,3-5Mor,3,5,Mor,1999,1999-10-09,364.75,10/9/1999,na,4.66,na,0.83,0.011,na,na,99,na,18.9,0.94,0.12,32.3,0.29,1.33,0.023,bdl,365,7.33,na,na,na,6.27,6.48,0.036,na
AGW01,1,3-6Eis,3,6,Eis,1999,1999-10-09,369.72,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,3-6Mor,3,6,Mor,1999,1999-10-09,364.9,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,4-2Eis1,4,2,Eis 1,1999,1999-10-09,371.1,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,4-2Eis2,4,2,Eis 2,1999,1999-10-09,371.3,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,4-2Mor,4,2,Mor,1999,1999-10-09,364.31,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,4-4Stearns,4,4,Stearns,1999,1999-10-09,369.96,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,4-5Stearns,4,5,Stearns,1999,1999-10-09,370.19,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,4-6 Mor,4,6,Mor,1999,1999-10-09,364.08,10/9/1999,na,4.72,na,0.91,0.011,na,na,101,na,20,0.94,0.127,31.2,0.3,1.59,0.029,bdl,365,7.33,na,na,na,6.59,7.55,0.038,na
AGW01,1,4-6Eis1,4,6,Eis 1,1999,1999-10-09,369.56,10/9/1999,na,12.7,na,1.14,0.019,na,na,74.8,na,28.9,1.58,0.068,35.8,0.41,1.65,0.147,bdl,348,7.53,na,na,na,6.57,7,0.059,na
AGW01,1,4-6Eis2,4,6,Eis 2,1999,1999-10-09,371.13,10/9/1999,na,3.41,na,0.56,0.008,na,na,92.6,na,15.4,0.63,0.1,14.5,0.27,1.2,0.069,bdl,323,7.38,na,na,na,5.28,5.31,0.022,na
AGW01,1,3-5Mor,3,5,Mor,1999,1999-11-13,364.75,11/13/1999,na,4.82,na,0.89,0.01,na,na,100,na,20.1,0.94,0.118,37.8,0.26,1.25,0.022,bdl,365,7.47,7.77,7.19,18.7,6.42,6.35,0.035,na
AGW01,1,4-6 Mor,4,6,Mor,1999,1999-11-13,364.1,11/13/1999,na,5.79,na,1.11,0.012,na,na,91.8,na,23.1,1.31,0.074,39.5,0.27,2.11,0.022,bdl,361,7.37,7.41,7.28,17.1,6.37,6.66,0.04,na
AGW01,1,4-6Eis1,4,6,Eis 1,1999,1999-11-13,369.53,11/13/1999,na,12.4,na,1.24,0.02,na,na,71,na,28.8,1.52,0.065,35.5,0.37,1.57,0.143,bdl,344,7.7,7.77,7.19,18.7,6.81,6.61,0.065,na
AGW01,1,4-6Eis2,4,6,Eis 2,1999,1999-11-13,371.11,11/13/1999,na,3.43,na,0.73,0.008,na,na,94.1,na,15.7,0.61,0.106,11.8,0.25,1.03,0.064,bdl,353,7.78,7.72,7.09,17.8,5.63,6.4,0.024,na
AGW01,1,1-1AL,1,1,AL,1999,1999-12-21,364.26,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,1-3Eis,1,3,Eis,1999,1999-12-21,369.91,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,1-3Mor,1,3,Mor,1999,1999-12-21,365.17,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,1-4AL,1,4,AL,1999,1999-12-21,363.15,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,1-6Eis,1,6,Eis,1999,1999-12-21,370.13,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,1-6Mor,1,6,Mor,1999,1999-12-21,364.82,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,2-1Mor,2,1,Mor,1999,1999-12-21,364.85,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,2-3Eis,2,3,Eis,1999,1999-12-21,370.38,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,2-3Mor,2,3,Mor,1999,1999-12-21,365.18,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,2-4Mor,2,4,Mor,1999,1999-12-21,365.09,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,2-5Mor,2,5,Mor,1999,1999-12-21,364.75,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,2-6Eis,2,6,Eis,1999,1999-12-21,370.04,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,2-6Mor,2,6,Mor,1999,1999-12-21,364.71,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,3-1AL,3,1,AL,1999,1999-12-21,366,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,3-2Eis,3,2,Eis,1999,1999-12-21,370.07,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,3-2Mor,3,2,Mor,1999,1999-12-21,364.75,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,3-3Eis,3,3,Eis,1999,1999-12-21,371.58,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,3-3Mor,3,3,Mor,1999,1999-12-21,364.85,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,3-4AL,3,4,AL,1999,1999-12-21,366.55,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,3-5Mor,3,5,Mor,1999,1999-12-21,364.8,12/21/1999,na,4.65,na,0.8,0.01,na,na,100,na,19.4,0.91,0.106,43.8,0.36,1.67,0.026,bdl,351,7.63,na,na,na,5.82,5.79,0.026,na
AGW01,1,3-6Mor,3,6,Mor,1999,1999-12-21,364.9,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,4-2Eis1,4,2,Eis 1,1999,1999-12-21,371.09,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,4-2Eis2,4,2,Eis 2,1999,1999-12-21,371.29,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,4-2Mor,4,2,Mor,1999,1999-12-21,363.68,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,4-4Stearns,4,4,Stearns,1999,1999-12-21,369.9,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,4-5Stearns,4,5,Stearns,1999,1999-12-21,370.16,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
AGW01,1,4-6 Mor,4,6,Mor,1999,1999-12-21,364.08,12/21/1999,na,6.77,na,1.1,0.013,na,na,86,na,25.3,1.49,0.073,43.7,0.36,3.05,0.019,bdl,369,7.53,na,na,na,6.02,6.27,0.038,na
AGW01,1,4-6Eis1,4,6,Eis 1,1999,1999-12-21,369.53,12/21/1999,na,12.2,na,1.15,0.019,na,na,70.2,na,28.2,1.5,0.059,34.9,0.5,1.65,0.169,bdl,355,7.76,na,na,na,6.86,6.78,0.063,na
AGW01,1,4-6Eis2,4,6,Eis 2,1999,1999-12-21,371.14,12/21/1999,na,3.3,na,0.59,0.008,na,na,92.6,na,15.1,0.59,0.098,12.1,0.35,1.26,0.079,bdl,351,7.42,na,na,na,5.25,5.46,0.02,na
AGW01,1,4-1 Stream,4,1,Stream,1999,,na,1/15/1999,4.2,3.78,0.58,0.54,0.008,bdl,91.4,96.4,17.6,17.6,0.8,0.088,23.9,0.35,1.27,bdl,bdl,344,7.81,na,na,na,4.97,4.83,0.015,na
AGW01,1,4-1 Stream,4,1,Stream,1999,,na,2/20/1999,4.25,4.44,0.63,0.62,0.015,bdl,92.3,89.4,14.3,17.9,0.8,0.082,20.2,0.4,1.22,bdl,bdl,344,7.89,na,na,na,4.88,4.74,0.023,na
AGW01,1,4-1 Stream,4,1,Stream,1999,,na,4/10/1999,4.29,4.05,0.71,0.68,0.017,bdl,88.3,86.7,13.5,17,0.76,0.084,15.9,0.32,1.12,bdl,bdl,346,7.94,na,na,na,5.46,5.11,0.028,na
AGW01,1,4-1 Stream,4,1,Stream,1999,,na,5/8/1999,3.93,3.91,0.64,0.71,0.011,bdl,87.6,90,15.7,16.4,0.75,0.082,13.8,0.35,1.06,bdl,bdl,344,8.09,na,na,na,5.43,5.19,0.028,na
AGW01,1,4-1 Stream,4,1,Stream,1999,,na,6/3/1999,4.17,3.57,0.72,0.64,0.009,bdl,89.8,87.9,20.2,17,0.76,0.09,13.8,0.29,0.97,bdl,bdl,346,8.04,na,na,na,5.71,5.46,0.029,na
AGW01,1,4-1 Stream,4,1,Stream,1999,,na,7/21/1999,na,4.13,na,0.77,0.01,na,na,95.8,na,17.7,0.84,0.105,19.2,0.22,0.97,bdl,bdl,359,7.74,na,na,na,6.34,6.34,0.035,na
AGW01,1,4-1 Stream,4,1,Stream,1999,,na,8/28/1999,na,5.11,na,0.93,0.024,na,na,99.6,na,18.6,0.89,0.111,29.6,0.37,1.41,bdl,bdl,363,7.72,na,na,na,6.99,6.71,0.045,na
AGW01,1,4-1 Stream,4,1,Stream,1999,,na,10/9/1999,na,4.74,na,0.85,0.011,na,na,105,na,18.6,0.92,0.12,41.3,0.3,1.48,bdl,bdl,351,7.57,na,na,na,6.3,6.46,0.039,na
AGW01,1,4-1 Stream,4,1,Stream,1999,,na,11/13/1999,na,4.78,na,0.78,0.011,na,na,102,na,19.6,0.9,0.113,48.4,0.28,1.28,bdl,bdl,363,7.73,na,na,na,6.53,6.2,0.038,na
AGW01,1,4-1 Stream,4,1,Stream,1999,,na,12/21/1999,na,4.51,na,0.67,0.009,na,na,99.3,na,18.4,0.84,0.096,52.6,0.37,1.55,bdl,bdl,351,7.89,na,na,na,na,5.4,0.027,na
AGW01,1,3-1Stream,3,1,Stream,2000,,na,2/5/2000,na,5.36,na,0.9,0.035,na,na,106,na,20.9,1.01,0.099,66.8,0.38,1.9,bdl,bdl,336,8.07,na,na,na,5.41,5.15,0.034,na
AGW01,1,3-1Stream,3,1,Stream,2000,,na,3/11/2000,na,4.07,na,0.62,0.009,na,na,88.1,na,17.2,0.8,0.084,41.7,na,1.1,0.048,bdl,330,8.1,na,na,na,5.19,4.68,0.028,na
AGW01,1,3-1Stream,3,1,Stream,2000,,na,4/19/2000,na,3.98,na,0.71,0.008,na,na,90.4,na,17.3,0.8,0.09,24.8,0.32,1.2,bdl,bdl,334,8.17,na,na,na,5.36,5.4,0.028,na
AGW01,1,3-1Stream,3,1,Stream,2000,,na,5/22/2000,na,4.84,na,0.74,0.026,na,na,90.6,na,18.2,0.87,0.096,29.8,0.43,1.3,0.013,bdl,338,8.14,na,na,na,na,5.57,0.041,na
AGW01,1,3-1Stream,3,1,Stream,2000,,na,6/27/2000,na,3.67,na,0.68,0.009,na,na,91.5,na,17.5,0.81,0.093,15.5,0.36,1.1,bdl,bdl,352,8.05,na,na,na,na,5.88,0.031,na
AGW01,1,3-1Stream,3,1,Stream,2000,,na,7/18/2000,na,4.04,na,0.73,0.01,na,na,88.5,na,18.2,0.86,0.097,22.6,0.41,1.2,bdl,bdl,342,8.05,na,na,na,na,6.02,0.035,na
AGW01,1,3-1Stream,3,1,Stream,2000,,na,8/27/2000,na,5.34,na,0.93,0.018,na,na,82.3,na,20,0.95,0.106,38.6,0.39,1.3,0.03,bdl,311,8.14,na,na,na,na,6.2,0.044,na
